pair_id,generator_model,prompt_version,real_len,fake_len,len_ratio,real_bucket,fake_bucket,text,is_fake,source
wb_pair_00066,claude-sonnet-4-5,resume_no_categories_relaxed,298,434,1.4563758389261745,neutral,negative,"Товар пришёл просроченный. Дата изготовления 07.02.2020, срок годности 12 месяцев. Товарищи работники WB, хоть кто нибудь следит за тем, что отправляют людям? Все таки не бесплатно раздаёте товар! Очень прошу принять меры!!!!!!!!!!!!!!!!!! И жду вашего ответа, по поводу устранения данной ситуации!",0,wildberries_real
wb_pair_00138,claude-sonnet-4-5,resume_no_categories_relaxed,223,379,1.6995515695067265,mixed,negative,"Взяла это какао, потому что тоже искала без сахара. По составу вроде нормально, натуральное. Но когда заварила первый раз - вкус показался странноватым, не то чтобы горький, а какой-то непривычный. Может это особенность сорта какао, не знаю. Пью пока, но думаю в следующий раз попробую другую марку для сравнения. Может кому-то зайдет этот вкус, но я ожидала другого если честно.",1,synthetic_llm_tone_matched
wb_pair_00013,claude-sonnet-4-5,paired_v2_tone_matched,353,365,1.0339943342776203,negative,mixed,"Брала набор в первый раз, честно говоря не очень верила что взойдет. Но нет, примерно через неделю появились первые ростки, штук 5-6. Правда один почему-то сразу завял, но остальные растут. Поливаю по инструкции, стоят на подоконнике. Пока доволен результатом, посмотрим что будет дальше. Семена мелкие конечно, сыпала аккуратно. В целом норм, ожидания оправдались.",1,synthetic_llm_tone_matched
wb_pair_00004,claude-sonnet-4-5,paired_v2_tone_matched,126,154,1.2222222222222223,neutral,neutral,"Брала это молоко в июне, консистенция нормальная, без крупинок. Может от партии зависит или от хранения на складе. У меня претензий нет, пьём всей семьёй.",1,synthetic_llm_tone_matched
wb_pair_00019,claude-sonnet-4-5,paired_v2_tone_matched,370,433,1.1702702702702703,neutral,mixed,"Всегда брал казеин этой фирмы и нарицаний не было. Сегодня получил и после вскрытия пакета сразу насторожился, потому что по виду был похож на обычное сухое молоко. Раньше для разведения одной порции до жидкого состояния требовалось не менее 200 мл молока, сейчас двойная порция легко растворилась в 100 мл даже не створаживоясь. Больше ""насорога"" никогда брать не буду.",0,wildberries_real
wb_pair_00124,claude-sonnet-4-5,resume_no_categories_relaxed,82,161,1.9634146341463417,neutral,mixed,"Вот такая «красота». Принесла домой из пункта выдачи, открыла и очень расстроилась",0,wildberries_real
wb_pair_00079,claude-sonnet-4-5,resume_no_categories_relaxed,102,196,1.9215686274509804,negative,mixed,"Ужасное !!!!! И возврат не сделать ! Отдельно молоко,отдельно вода и привкус какой-то ненатуральный!!!",0,wildberries_real
wb_pair_00114,claude-sonnet-4-5,resume_no_categories_relaxed,87,150,1.7241379310344829,neutral,negative,"Очень долгой была доставка! Должна была быть 21-23 ноября, а по факту только 1 декабря.",0,wildberries_real
wb_pair_00118,claude-sonnet-4-5,resume_no_categories_relaxed,96,153,1.59375,neutral,negative,"Пришел обычный с сахаром, заказывала без сахара, очень не приятно, товар не когда было проверять",0,wildberries_real
wb_pair_00072,claude-sonnet-4-5,resume_no_categories_relaxed,241,336,1.3941908713692943,neutral,mixed,"Заказал лупу со скидкой 75%, итого по цене 199 рублей (от цены около 800рублей). Дошла в срок. Только в МЕТРО она стоит 79 рублей (посетил магазин после ). Это разводилово!!!!!!!!!!! Разве так можно? Бизнес бизнесом,но совесть то иметь надо!",0,wildberries_real
wb_pair_00015,claude-sonnet-4-5,paired_v2_tone_matched,262,306,1.16793893129771,negative,negative,"Если честно, не представляю, как это возможно, но колени стали хрустеть еще больше. Приобретала ранее три коллагена разных фирм, поэтому есть с чем сравнить. Вкус не впечатлил, напиток похож скорее на чай каркаде без сахара, нежели на вишню. Увы-увы, не советую.",0,wildberries_real
wb_pair_00010,claude-sonnet-4-5,paired_v2_tone_matched,303,381,1.2574257425742574,negative,negative,"Просто хлам, а не пинцет . Он даже одну ресницу еле цепляет , очень жаль что возврат нельзя было сделать . Деньги на ветер . Это самый худший пинцет, который я пробовала . Не нужно вводить людей в заблуждение и писать ручная заточка, её нет точно 👎. И да, сам пинцет даже без колпачка силиконового был .",0,wildberries_real
wb_pair_00044,claude-sonnet-4-5,paired_v2_tone_matched,369,397,1.075880758807588,negative,negative,"Получила 28 июля, коробка была целая. Сначала обрадовалась что все на месте, но когда стала устанавливать в пылесос - не подошло. Крепление какое-то другое, хотя артикул вроде совпадал при заказе. Сам мешок по размеру нормальный, но толку если не закрепить. Пришлось оставить как запасной, может когда пригодится. В описании бы точнее указывали совместимость с моделями, а то непонятно получается.",1,synthetic_llm_tone_matched
wb_pair_00101,claude-sonnet-4-5,resume_no_categories_relaxed,212,384,1.8113207547169812,neutral,negative,"Флакон пустой! Забирал муж, на месте не проверил. Нигде ничего не вытекло, значит изначально пустой и отправили. Естественно уже деньги не смогу вернуть, нужно сразу проверять. Продавец оказался недобросовестным.",0,wildberries_real
wb_pair_00068,claude-sonnet-4-5,resume_no_categories_relaxed,198,345,1.7424242424242424,neutral,mixed,"Банка приехала с неплотно закрытой крышкой, часть урбеча вытекла. Всю банку придется выкинуть. Заказывала в другом месте, банка была плотно закрыта. Обидно. Больше не буду заказывать здесь продукты.",0,wildberries_real
wb_pair_00074,claude-sonnet-4-5,resume_no_categories_relaxed,66,120,1.818181818181818,neutral,negative,"Парфюм пришёл правильный, но запах какой-то не такой как ожидала. Может подделка, не знаю. Хотя держится долго, это плюс",1,synthetic_llm_tone_matched
wb_pair_00037,claude-sonnet-4-5,paired_v2_tone_matched,376,453,1.2047872340425532,mixed,negative,"Всегда отличный продукт был, а тут пришла упаковка с подкисшим продуктом. Да, расслаиваться должно молоко, но здесь при нагревании отделяется просто жир, собрать его в однородную массу невозможно. Кофе покрылось как бульон жиром (обычно наподобие сливок взбитых), пить невозможно, и привкус с кислинкой. Я уже порядка 10 пачек покупала, такое в первый раз. Партия от 19.07.20.",0,wildberries_real
wb_pair_00016,claude-sonnet-4-5,paired_v2_tone_matched,346,444,1.283236994219653,mixed,negative,"Хотела черную смородины без сахара, а пришла земляника с сахаром, по цене она дешевле, не на много, но дело принципа. Распечатала только дома. Увы. Дата изготовления 30. 10. 2020. Срок годности 12 месяцев. Упакована было все хорошо, поэтому и не стала возиться на пункте самовывоза. Вывод один: надо проверять. Одна звезда, конечно же, не товару.",0,wildberries_real
wb_pair_00029,claude-sonnet-4-5,paired_v2_tone_matched,202,251,1.2425742574257426,neutral,negative,"Упаковка была целая, ничего не помято и не порвано. Получила быстро, все нормально запечатано. Правда не знаю, насколько долго прослужит, но пока претензий нет. В следующий раз гляну может что-то похожее закажу, если это не разочарует в использовании.",1,synthetic_llm_tone_matched
wb_pair_00147,claude-sonnet-4-5,resume_no_categories_relaxed,192,328,1.7083333333333333,neutral,negative,"Вообще ни какого эффекта, салфетки внутри почти сухие, брала до этого на сервисе СП, вот там было реально огонь, поэтому тут и заказала, но, очевидно, подделка. Деньги на ветер, не рекомендую.",0,wildberries_real
wb_pair_00124,claude-sonnet-4-5,resume_no_categories_relaxed,82,161,1.9634146341463417,neutral,mixed,"Забрала заказ, дома распаковала - сразу понравилось. Думала будет хуже по фото, а тут приятно удивилась. Правда один момент смутил немного, но в целом норм вышло",1,synthetic_llm_tone_matched
wb_pair_00067,claude-sonnet-4-5,resume_no_categories_relaxed,219,342,1.5616438356164384,neutral,negative,"Отврат! Абсолютно безвкусные! Будто маргарин пожевал или пластилин мягкий! Ни намёка на какао или вкус какой-то, как сахар в жиже замешали. Очень дешевый вкус. Вообще ни че го хорошего. Очень расстроена!!! И рассержена!",0,wildberries_real
wb_pair_00078,claude-sonnet-4-5,resume_no_categories_relaxed,225,376,1.6711111111111112,negative,mixed,"Решила попробовать этот крем, начиталась тут отзывов. Пользуюсь уже третью неделю, честно скажу сначала вообще не поняла эффекта. Но потом заметила что кожа стала помягче, не так стягивает как раньше. Может конечно не вау результат, но для своей цены нормально. Хотя ожидала если честно побольше от него, думала будет какой-то серьезный эффект. В общем увлажняет, но не супер.",1,synthetic_llm_tone_matched
wb_pair_00069,claude-sonnet-4-5,resume_no_categories_relaxed,182,293,1.60989010989011,negative,negative,"Заказывала дважды... и оба раза приходили в таком состоянии ... Поцарапаны , практически полностью .. хотела бы заказать снова, но боюсь что снова придут в таком «прекрасном» виде ..",0,wildberries_real
wb_pair_00031,claude-sonnet-4-5,paired_v2_tone_matched,208,251,1.2067307692307692,neutral,negative,"Заказала две упаковки. Сегодня пришла только одна. Пакет рваный, ластик в пакете только один... Дополнительно никак не упакован, вот и рвется.. На выдаче в таком виде и отдают, а вдруг покупатель не заметит..",0,wildberries_real
wb_pair_00033,claude-sonnet-4-5,paired_v2_tone_matched,345,374,1.0840579710144929,neutral,negative,"Ну не знаю, я ожидала хуже если честно. Да, состав конечно не идеальный, современное производство уже не то что раньше было. Но чистит нормально, пенится как надо. Вкус специфический немного, но терпимо, привыкла за пару дней. Может партия попалась другая или не знаю. Мне в целом подошло, десны не кровят после него. Хотя да, советский порошок был другим совсем, это точно.",1,synthetic_llm_tone_matched
wb_pair_00115,claude-sonnet-4-5,resume_no_categories_relaxed,355,504,1.419718309859155,mixed,mixed,"Долго выбирала книгу по шугарингу, остановилась на этой. Цена была приятная, около 700 рублей, хотя видела что на других площадках дороже. Информация в принципе есть, описаны техники и материалы. Правда местами чувствуется что автор продвигает какие-то свои курсы или продукты, ну это сейчас везде так. Шрифт крупный, это удобно читать, хотя из-за этого страниц больше выходит. Для начинающих вполне подойдет, основы понять можно. Я не жалею что взяла, но если бы стоила 2000 наверное подумала бы дважды.",1,synthetic_llm_tone_matched
wb_pair_00075,claude-sonnet-4-5,resume_no_categories_relaxed,239,388,1.6234309623430965,neutral,negative,"Честно говоря ожидала большего. Видела много хороших отзывов, решила попробовать. Взяла на пробу после того как брала другие вкусы, те нормально заходили. Этот как-то странно, вкус какой-то искусственный что ли. Взбивала долго, но консистенция получилась не такая воздушная как хотелось. Может партия неудачная попалась, не знаю. В общем разочарована немного, хотя может кому-то и зайдет.",1,synthetic_llm_tone_matched
wb_pair_00140,claude-sonnet-4-5,resume_no_categories_relaxed,125,226,1.808,neutral,negative,"Здравствуйте. Заказала базу с номером 015 , а прислали базу 025. Как так?! Как база по качеству незнаю, пока не использовала.",0,wildberries_real
wb_pair_00018,claude-sonnet-4-5,paired_v2_tone_matched,358,402,1.1229050279329609,mixed,negative,"упаковка повреждена! а товар не возвратный! Поставщику минус и претензия! Это плохо. что нельзя проверить перед тем . как покупать. как было раньше! перекладывают убытки на плечи потребителя , верните назад возможно посмотреть товар перед покупкой! нельзя все оплачивать вперед! это не удобно, у меня не всегда есть безнал. иногда лучше отдать налом курьеру.",0,wildberries_real
wb_pair_00031,claude-sonnet-4-5,paired_v2_tone_matched,208,251,1.2067307692307692,neutral,negative,"Взяла на пробу, думала хуже будет честно говоря. Ластики нормальные, стирают неплохо. Правда упаковка какая-то тонкая, пришла помятая немного. Но сам товар целый, это главное. В школу ребенку купила, пока жалоб нет. Может ещё закажу если скидка будет.",1,synthetic_llm_tone_matched
wb_pair_00096,claude-sonnet-4-5,resume_no_categories_relaxed,231,389,1.683982683982684,neutral,negative,Печём хлеб из смеси муки ВС и цельнозерновой в пропорции один к одному. С этой мукой хлеб невозможно нарезать. Он рассыпается на мелкую крошку. Скорее всего мука изготовлена из очень низкосортного зерна. Больше ее покупать не будем,0,wildberries_real
wb_pair_00132,claude-sonnet-4-5,resume_no_categories_relaxed,140,214,1.5285714285714285,neutral,negative,"Товар пришёл в мятой коробочке, не запакован, мог любой открыть. Масло с ужасным запахом, при нанесение на ресницы, попало в глаз, ужас жжёт",0,wildberries_real
wb_pair_00112,claude-sonnet-4-5,resume_no_categories_relaxed,238,330,1.3865546218487397,neutral,mixed,"Заказывала татуировки для ребёнка на праздник,пришло всё нормально. Рисунки яркие,переводятся легко,держатся хорошо. Правда один листик был немного помятый,но на качестве не отразилось. Дочка была в восторге,друзьям тоже делали. В целом за свои деньги вполне достойный вариант,хотя ожидала что будет чуть побольше штук в упаковке.",1,synthetic_llm_tone_matched
wb_pair_00086,claude-sonnet-4-5,resume_no_categories_relaxed,331,433,1.3081570996978853,negative,mixed,"Привезли товар в ужасном состоянии! вся коробка был мятая, еще и вся склизкая. Коробка картонная прилипла к самой емкости. Пришлось отдирать.Но подумала, ладно, ничего главное чтоб содержимое было в порядке, но не тут то было. Оказывается вся жидкость которая была внутри вытекла, сами патчти еле влажные. По итогу деньги на ветер.",0,wildberries_real
wb_pair_00098,claude-sonnet-4-5,resume_no_categories_relaxed,137,228,1.6642335766423355,neutral,negative,"Брали на пробу, честно думали будет хуже по отзывам. Но нормально, растворяется если помешать подольше. Вкус конечно на любителя, но терпимо. Детям не зашло правда, а мне с мужем ничего так. Может партия попалась другая, не знаю",1,synthetic_llm_tone_matched
wb_pair_00095,claude-sonnet-4-5,resume_no_categories_relaxed,177,349,1.9717514124293785,neutral,mixed,"Заказывала урбеч уже несколько раз, обычно все нормально приходит. Сейчас упаковка какая-то странная была, пузырчатая пленка и обычный пакет. Когда открыла увидела что крышка неплотно закрыта, немного подтекло по бокам. Хорошо что не весь вылился хотя бы. Сам урбеч вкусный конечно, но надо упаковку получше делать а то непонятно в каком виде придет",1,synthetic_llm_tone_matched
wb_pair_00116,claude-sonnet-4-5,resume_no_categories_relaxed,249,331,1.329317269076305,neutral,negative,"Выкупила не посмотрев 13.12.19 г заказ и только дома спустя несколько дней увидела, что паста просрочена с 13.11. Где контроль качества!!!? Почему людям просрочку толкают!!! Подала заявку в разделе Проверка товара, если не удовлетворят пойду дальше!",0,wildberries_real
wb_pair_00146,claude-sonnet-4-5,resume_no_categories_relaxed,272,367,1.349264705882353,mixed,negative,"После приема внутрь чувства насыщения нет, но зато появляется превосходная изжога. Сам порошок имеет вкус качественной кукурузной муки. Если развести водой и прокипятить, то получается отличный кисель, без признаков катышков свернувшегося белка. Упаковка целая и красивая.",0,wildberries_real
wb_pair_00142,claude-sonnet-4-5,resume_no_categories_relaxed,158,293,1.8544303797468351,negative,negative,"Заказывала в первый раз, немного переживала. Пришло быстро, упаковка нормальная, ничего не протекло. Банка целая, открывала аккуратно. Пока не пробовала ещё толком, но выглядит как на картинке. Объём вроде соответствует описанию. Посмотрим как будет в использовании, потом может дополню отзыв.",1,synthetic_llm_tone_matched
wb_pair_00047,claude-sonnet-4-5,paired_v2_tone_matched,396,512,1.292929292929293,negative,negative,"Взяла крем который обычно в Ашане беру, решила тут заказать дешевле выходит. Пришло нормально, банка целая, крышка закрыта. Правда крем какой-то не такой что ли, в магазине он вроде поплотнее был. Может партия другая, не знаю. Запах вроде тот же. Мажу уже неделю, кожа нормально реагирует, увлажняет как обычно. Только смутило что код какой-то затёртый на дне, еле разглядела цифры. В остальном претензий особо нет, пользуюсь. Но думаю в следующий раз всё же в обычном магазине возьму, там хоть видно что берёшь.",1,synthetic_llm_tone_matched
wb_pair_00058,claude-sonnet-4-5,resume_generation_no_categories_relaxed,418,525,1.255980861244019,negative,negative,"Взяла на пробу, думала будет как обычно у них. Сначала вроде нормально пахнет, но буквально через пять минут уже ничего не чувствуется. Может партия неудачная попалась, не знаю. У меня есть другой их продукт, там всё в порядке было, поэтому и решилась заказать. А этот какой-то слабенький получился. Хотя если честно за такую цену можно было и получше сделать. В общем немного разочаровалась, ожидала большего от производителя. Может кому-то и подойдет кто любит ненавязчивые ароматы, но я привыкла к более стойким вариантам.",1,synthetic_llm_tone_matched
wb_pair_00055,claude-sonnet-4-5,paired_v2_tone_matched,263,278,1.057034220532319,negative,negative,"Начиталась отзывов о том что приходит не тот аромат, но все таки рискнула заказать. Прислали тоже не тот в розовом флаконе. Он приторно сладкий, это не Кирке явно. Уважаемый поставщик вам уже много раз сделали одно и тоже замечание, а вы все продолжаете косячить.",0,wildberries_real
wb_pair_00022,claude-sonnet-4-5,paired_v2_tone_matched,311,398,1.279742765273312,negative,negative,"Взяла это молоко попробовать, думала с кокосом будет интересно. В принципе запах нормальный, кокос чувствуется когда открываешь. Добавила в кофе - вкус какой-то странный получился, не пойму даже как описать. Может просто мне не зашло, но ощущение что свежесть не очень. Или это особенность растительного молока такая? В общем для меня оказалось на любителя, обычное миндальное как-то приятнее было.",1,synthetic_llm_tone_matched
wb_pair_00034,claude-sonnet-4-5,paired_v2_tone_matched,384,448,1.1666666666666667,negative,negative,"Заказывала арахисовую пасту, пришла нормально упакованная. Банка целая, крышка закрыта плотно. Честно ожидала что помнут или разобьют как обычно бывает, но нет. Видимо на складе попался адекватный сборщик. Сама паста вкусная, консистенция густая как и должно быть. Хотя цена конечно завышена, в обычном магазине дешевле видела похожую. Но в целом претензий нет, товар соответствует описанию. Странно что в этот раз обошлось без косяков с доставкой.",1,synthetic_llm_tone_matched
wb_pair_00017,claude-sonnet-4-5,paired_v2_tone_matched,158,203,1.2848101265822784,neutral,mixed,"Маска хорошая, пользуюсь уже не первый раз, эффект есть. Упаковка пришла нормальная, всё целое. Правда срок годности не самый свежий, но еще нормально. В общем товаром довольна, продавец отправил быстро.",1,synthetic_llm_tone_matched
wb_pair_00139,claude-sonnet-4-5,resume_no_categories_relaxed,199,332,1.6683417085427137,negative,negative,"Гель, в котором находятся патчи, вытек из пластиковой баночки. Наверно поэтому он находился в целлофановом пакете. Вряд ли при производстве банку поставили в пакет. Возврат. Прошу не снижать % выкупа",0,wildberries_real
wb_pair_00103,claude-sonnet-4-5,resume_no_categories_relaxed,98,141,1.4387755102040816,positive,negative,"Упаковка конечно так себе была, помятая. Но сами мешки нормальные, плотные, швы целые. В принципе для своих целей подошли, буду пользоваться.",1,synthetic_llm_tone_matched
wb_pair_00038,claude-sonnet-4-5,paired_v2_tone_matched,201,261,1.2985074626865671,negative,negative,"Пришла коробка вся понятая,открытая. Коробка тут главный атрибут.Такие вещи нужно хотя б скотчем закреплять . Даже ничем не обвернули. Даже не удиалюсь,если внутри не все на месте,рассыпалось по дороге",0,wildberries_real
wb_pair_00125,claude-sonnet-4-5,resume_no_categories_relaxed,355,484,1.3633802816901408,negative,negative,"Не рекомендовала бы этот топ в использовании. Ни на тёмных - в лампе очень сильно светится голубым. Однако при обычном освещении - жёлтый. Настолько что меняет цвет не только у белых, но и у голубых (становятся грязно серыми). Очень расстроена. Пользовалась месяц. Белые приходят с цветом заядлого курильщика на каждом пальце в равной степени окрашивания.",0,wildberries_real
wb_pair_00045,claude-sonnet-4-5,paired_v2_tone_matched,355,388,1.0929577464788731,negative,mixed,"Купила кисть из козьего ворса, думала будет мягче. По ощущениям нормальная, но немного колючая если по коже водить. Нужно приспособиться как ей пользоваться, сразу не очень удобно было. Для некоторых текстур наверное подходит, я пока не поняла толком. В принципе ничего страшного, просто ожидала другого от натурального ворса. Может со временем разработается, пока лежит, использую другие",1,synthetic_llm_tone_matched
wb_pair_00133,claude-sonnet-4-5,resume_no_categories_relaxed,219,374,1.7077625570776256,mixed,mixed,"Заказывала этот аромат уже третий раз, обычно всё нормально приходит. В этот раз упаковка была немного помятая, но сам флакон целый и запах на месте. Думала может протечёт или что-то, но нет всё хорошо. Немного переживала когда получала, но зря. Запах как и раньше стойкий, хватает надолго. Может конечно с доставкой иногда бывают косяки но это не критично если товар целый.",1,synthetic_llm_tone_matched
wb_pair_00137,claude-sonnet-4-5,resume_no_categories_relaxed,68,129,1.8970588235294117,neutral,neutral,"Вообще пришёл другой ,просто золотистый гель-лак, забрала не глянула",0,wildberries_real
wb_pair_00112,claude-sonnet-4-5,resume_no_categories_relaxed,238,330,1.3865546218487397,neutral,mixed,"Пришли наклейки с литл пони,вместо татуировок!!завтра их хотели использовать на Хэллуин. Ещё раз убеждаюсь,что надо перестать заказывать что-либо на этом сайте. Очень много раз приходил или не тот товар,или товар ненадлежащего качества...",0,wildberries_real
wb_pair_00018,claude-sonnet-4-5,paired_v2_tone_matched,358,402,1.1229050279329609,mixed,negative,"упаковка конечно помялась немного при доставке, но сам товар нормальный. в принципе все ок, использую уже неделю. единственное что напрягает - это что нельзя было открыть и проверить сразу на пвз, а то вдруг брак попадется. хотя тут повезло. в целом за свои деньги годная вещь, функции свои выполняет. могло быть и хуже если честно. главное что работает как надо, хотя переживала сначала из-за упаковки",1,synthetic_llm_tone_matched
wb_pair_00117,claude-sonnet-4-5,resume_no_categories_relaxed,226,390,1.7256637168141593,negative,mixed,"Мешки пришли без уплотнительных резинок к шлангу, поэтому возврат. На картинке на коробке резинка у Вас есть. Как говорится -что на коробке то и в коробке, да и этого нет. Не вводите пожалуйста своих покупателей в заблуждение!",0,wildberries_real
wb_pair_00127,claude-sonnet-4-5,resume_no_categories_relaxed,179,285,1.5921787709497206,negative,negative,"Заказывала с опаской, но зря переживала. Пришло всё нормально упакованное, материалы чистые, работает как надо. Правда коробка немного помятая была, но на сам товар не повлияло. В целом для своей цены вполне достойная вещь, претензий особых нет. Собрано аккуратно, ничего не болтается.",1,synthetic_llm_tone_matched
wb_pair_00121,claude-sonnet-4-5,resume_no_categories_relaxed,248,395,1.592741935483871,negative,negative,"Взяли браслет для дочки 3 года, она постоянно пальцы во рту держала. Первую неделю вообще никакого эффекта не было, думала зря деньги потратила. Потом стала замечать что днем уже реже тянет руки в рот. Сейчас носим почти месяц, привычка не ушла совсем конечно, но стало намного лучше чем было. Ночью правда снимаем, а то мешает ей спать. В целом результат есть, хотя ожидала что быстрее поможет.",1,synthetic_llm_tone_matched
wb_pair_00005,claude-sonnet-4-5,paired_v2_tone_matched,214,276,1.2897196261682242,neutral,negative,"Взяла эту упаковку, думала хватит надолго. Пользуюсь уже третью неделю, осталось совсем немного. Может конечно я часто использую, но всё равно как то быстро расходуется. Ожидала что дольше протянет если честно. В целом нормально, но вот с расходом не очень получается экономно",1,synthetic_llm_tone_matched
wb_pair_00026,claude-sonnet-4-5,paired_v2_tone_matched,259,326,1.2586872586872586,neutral,mixed,"Заказывала этот крем в первый раз, немного сомневалась. Пришёл быстро, упаковка целая. Текстура приятная, впитывается нормально, запах ненавязчивый. Пользуюсь пока недели две, кожа стала мягче. Единственное - расход получается больше чем думала, наношу утром и вечером. Но в целом довольна покупкой, посмотрю как дальше будет.",1,synthetic_llm_tone_matched
wb_pair_00028,claude-sonnet-4-5,paired_v2_tone_matched,292,295,1.0102739726027397,neutral,negative,"Заказывала льняное семя, пришло быстро. Упаковка нормальная, герметичная. Семя свежее, без постороннего запаха. Использую для каши по утрам, добавляю в йогурт. Пока все устраивает, хотя цена могла бы быть и пониже конечно. Но в целом нормальный продукт, буду смотреть еще варианты для сравнения.",1,synthetic_llm_tone_matched
wb_pair_00002,claude-sonnet-4-5,paired_v2_tone_matched,278,331,1.1906474820143884,negative,mixed,"Заказывала молоко по многочисленным положительным отзывам. Да, пришло отслоившееся, но при комнатной температуре и сильном встряхивании молоко приобрело нормальную текстуру, кроме того, что оно было мелкими хлопьями, будто прокисшее, поэтому пока вернулась к Aroy D, к сожалению",0,wildberries_real
wb_pair_00115,claude-sonnet-4-5,resume_no_categories_relaxed,355,504,1.419718309859155,mixed,mixed,"Давно хотела приобрести. На оф сайте стоит 2000. Тут я купила 755. Но того не стоит. Стоимость в реале такой книги 100-200р, не более. В книге есть информацию о шугаринге, но рекламы больше! Большой шифр, много воды и белых листов, пропусков- из за этого книга кажется большой. Как хорошо,что не купила 2000, ни о чем. Хотя для нее 755р много. Расстроена.",0,wildberries_real
wb_pair_00143,claude-sonnet-4-5,resume_no_categories_relaxed,360,611,1.6972222222222222,neutral,negative,"Кошмар! Заказывала много всего этой и другой фирмы, на два пакета получилось, спешила не стала проверять.. Прихожу домой а тут шоколадный дессерт без наклейки и не полный! Видно что его кто-то до меня уже поел. Люди, имейте совесть! Зачем вы так поступаете, я свои деньги заплатила чтобы объедки чьи -то есть? Ничего больше не буду заказывать, кошмар просто...",0,wildberries_real
wb_pair_00027,claude-sonnet-4-5,paired_v2_tone_matched,440,465,1.056818181818182,negative,negative,"Использую этот топ уже месяц, покрываю и светлые оттенки, и френч. Сначала переживала, начиталась про желтизну у разных топов, но тут пока все нормально. Ногти остаются такими же, как после нанесения. Может конечно со временем что-то изменится, но клиенты довольны, никто не жаловался. Консистенция удобная, наносится ровно. Единственное - крышка иногда туго закручивается, но это мелочь. В целом для работы подходит, буду смотреть как дальше поведет себя на носке.",1,synthetic_llm_tone_matched
wb_pair_00120,claude-sonnet-4-5,resume_no_categories_relaxed,201,257,1.2786069651741294,neutral,negative,"Получила с помятой, разорванной коробкой. Остаётся надеяться, что весь комплект полный, так как перезаказывать нет времени... Судя по состоянию упаковки, товар уже не первую неделю в таком состоянии...",0,wildberries_real
wb_pair_00060,claude-sonnet-4-5,resume_no_categories_relaxed,90,174,1.9333333333333331,neutral,negative,"Ожидала что цвета будут поярче судя по картинке, но в реальности нормально смотрятся. Темноватые конечно, но носить можно, не критично. Может освещение при съёмке было другое",1,synthetic_llm_tone_matched
wb_pair_00110,claude-sonnet-4-5,resume_no_categories_relaxed,183,325,1.7759562841530054,negative,mixed,"Заказывала несколько позиций, в том числе эту пасту. Упаковано было нормально, пленка есть. Правда немного переживала что вдруг разобьется, но нет все ок. Товар пришел целым, претензий нет. Может конечно от партии зависит или как на складе обращаются, но у меня все хорошо было. Буду смотреть как в использовании себя покажет",1,synthetic_llm_tone_matched
wb_pair_00127,claude-sonnet-4-5,resume_no_categories_relaxed,179,285,1.5921787709497206,negative,negative,"Ужасно... Сборка некачественная, сами материалы измазаны не пойми чем, коробка рваная... Менеджер отказалась делать возврат сразу сказав что он возможен если только он не работает",0,wildberries_real
wb_pair_00074,claude-sonnet-4-5,resume_no_categories_relaxed,66,120,1.818181818181818,neutral,negative,"Положили не тот парфюм, совсем другой фирмы, который пахнет ужасно",0,wildberries_real
wb_pair_00029,claude-sonnet-4-5,paired_v2_tone_matched,202,251,1.2425742574257426,neutral,negative,"По ощущениям - кто-то прогрыз упаковку... Если учесть, что пришло запакованное в коробку - таким упаковали. В мусор 165рэ, заказывать однозначно больше не буду. Торопилась, не проверила в пункте выдачи.",0,wildberries_real
wb_pair_00083,claude-sonnet-4-5,resume_no_categories_relaxed,101,183,1.811881188118812,neutral,negative,Данные карточки пришли мятые.Попробую перезаказать.Надеюсь получить товар надлежащего товарного вида.,0,wildberries_real
wb_pair_00119,claude-sonnet-4-5,resume_no_categories_relaxed,247,369,1.4939271255060729,negative,mixed,"Купила набор, сначала немного смущал запах пластика, но это нормально для новых вещей. Оставила на балконе на ночь, к утру практически выветрилось. Клавиатура работает хорошо, кнопки нажимаются мягко. Мышка тоже удобная, рука не устаёт. Правда первые пару дней запах ещё чувствовался слегка, но сейчас всё нормально. В целом товар рабочий, претензий по функционалу нет.",1,synthetic_llm_tone_matched
